7.19,0.72,1.83
0.55,7.5,5.47
7.54,3.67,4.33
3.65,8.13,6.93
4.59,6.48,5.2
0.13,9.43,0.2
1.87,4.5,1.25
7.17,8.02,1.89
6.57,5.85,5.16
1.17,2.05,8.89
3.27,5.38,8.3
9.26,3.29,4.29
5.96,5.39,2.36
6.41,1.72,9.65
8.86,6.58,6.53
1.63,0.63,9.35
0.65,4.43,8.65
3.29,6.51,4.07
3.94,9.36,0.52
8.24,6.31,8.79
2.29,0.0,5.32
9.49,2.22,7.45
2.85,8.89,3.96
5.92,3.83,9.09
0.92,6.94,0.64
5.16,0.6,2.51
5.76,5.43,8.83
4.15,7.29,7.89
4.68,6.06,0.06
1.94,4.16,9.31
9.62,5.29,0.44
5.31,3.92,7.42
1.28,1.8,9.48
8.65,8.87,5.08
2.21,8.97,0.66
2.57,6.32,1.06
4.56,6.08,1.78
6.56,5.66,3.44
5.42,6.15,6.29
5.16,3.59,5.57
1.62,7.2,5.08
3.37,3.96,5.21
4.42,8.35,2.68
9.19,6.18,9.72
5.29,0.87,4.68
8.68,2.52,8.54
0.06,6.34,3.93
7.54,7.68,2.0
3.71,2.9,4.12
2.89,3.69,5.86
3.65,1.92,5.58
8.27,0.35,8.56
5.73,4.3,5.82
6.38,4.18,8.88
0.53,6.45,6.23
9.81,3.67,8.57
5.12,8.76,1.68
1.12,9.01,6.21
7.21,2.23,6.44
6.71,7.63,7.97
8.03,8.39,2.34
5.22,6.54,9.64
6.5,5.32,8.57
2.15,7.09,3.47
0.77,6.76,7.2
9.09,8.88,3.29
0.13,9.03,4.09
0.05,5.43,7.69
7.16,1.1,6.62
6.94,7.57,5.05
4.27,2.61,0.01
3.21,4.16,0.89
4.96,9.58,3.6
0.65,4.94,3.04
0.19,8.97,9.28
7.54,2.58,8.92
9.75,0.85,8.49
5.32,9.05,8.58
4.69,5.2,4.16
6.86,9.8,8.76
3.96,2.88,0.87
4.87,1.41,5.74
5.6,1.12,0.69
1.85,9.42,6.92
7.27,3.32,9.72
5.42,8.02,9.05
5.09,6.96,6.03
6.21,1.57,0.2
5.05,4.3,1.85
7.98,8.64,7.33
8.78,8.85,4.74
4.97,1.52,6.23
4.07,6.9,6.65
0.51,6.67,9.47
6.17,8.14,1.95
0.61,9.22,2.11
7.94,1.32,4.44
2.22,3.65,2.43
3.17,8.43,9.95
3.69,6.84,5.83
4.79,7.97,2.72
2.54,9.01,1.38
2.79,1.89,7.85
8.03,8.75,6.17
7.56,4.64,2.72
5.59,6.06,3.5
5.47,2.98,4.54
6.14,5.55,4.86
6.1,9.24,9.12
0.76,0.2,8.19
6.63,9.67,1.77
2.57,9.78,5.65
4.24,7.92,1.05
8.02,5.72,6.06
2.15,1.36,4.89
1.61,5.57,4.27
3.43,5.08,3.19
2.63,0.34,2.64
8.72,3.42,9.9
2.66,5.68,8.58
8.89,3.2,3.25
1.0,9.37,4.33
1.82,6.8,9.74
8.43,8.96,7.45
5.4,1.95,6.73
7.19,9.56,2.11
5.27,9.12,2.12
1.4,6.34,0.38
9.64,6.46,6.88
6.52,8.66,2.39
7.8,3.15,2.7
1.83,4.22,4.07
8.92,8.96,8.69
9.97,5.04,6.96
1.58,0.78,1.36
9.07,1.28,5.44
5.15,6.46,4.9
8.18,1.88,0.21
4.95,7.03,4.28
7.6,6.49,4.58
0.12,9.93,0.52
8.23,2.69,7.38
4.24,3.78,2.13
5.45,8.77,5.13
1.95,3.38,3.99
1.67,1.22,9.78
6.78,4.28,2.27
4.06,9.82,1.15
5.83,1.21,1.59
0.89,1.53,7.65
1.12,1.5,2.23
1.97,2.2,4.16
0.63,5.94,9.75
8.79,8.41,2.85
5.66,0.65,7.15
9.24,7.82,9.96
6.48,1.93,4.15
5.51,8.28,7.07
2.26,1.06,2.58
7.45,4.41,7.47
8.43,7.74,2.34
9.73,9.73,4.19
9.31,0.03,0.57
6.63,6.33,1.63
4.49,3.24,7.63
8.44,6.59,8.48
4.1,5.39,1.53
7.81,1.85,9.44
8.31,6.7,1.03
0.99,5.99,2.88
7.43,5.68,6.1
5.12,7.19,9.84
6.38,6.65,8.74
9.02,1.14,5.91
7.69,5.87,0.99
3.55,3.65,3.0
7.1,3.84,8.22
1.25,6.68,7.92
3.7,7.03,6.88
2.97,5.0,4.0
8.84,5.9,2.84
6.86,2.98,9.9
9.72,7.51,1.48
5.11,8.64,8.68
7.43,0.01,4.69
4.49,0.02,0.27
8.16,6.37,6.21
0.72,3.39,8.27
4.07,4.37,3.66
8.42,2.45,6.8
7.04,1.24,4.25
0.69,9.67,1.5
5.77,1.44,0.36
0.84,6.45,8.23
5.16,4.83,2.07
8.23,8.82,7.29
6.82,5.36,2.15
7.96,3.61,7.12
9.77,0.67,8.28
4.88,3.39,7.74
9.91,7.04,8.03
4.25,8.78,1.31
4.03,2.81,9.4
8.15,1.18,8.49
1.3,0.69,0.96
1.07,6.63,0.14
5.13,7.4,3.65
3.43,3.59,8.74
4.25,1.8,2.73
4.49,1.67,6.75
5.5,1.81,8.97
0.26,4.72,0.25
0.16,3.13,4.59
3.89,6.41,3.03
3.1,0.73,0.9
5.94,5.09,1.26
1.12,2.16,2.88
3.36,9.96,4.06
4.35,1.78,2.36
4.18,3.72,0.46
4.94,6.91,4.43
9.58,7.1,9.23
4.61,6.12,7.11
4.0,5.22,3.6
2.36,7.33,3.86
8.73,1.67,2.15
4.13,3.29,3.74
7.26,3.76,0.57
9.38,8.67,7.85
6.84,6.37,4.84
6.28,4.92,9.92
9.67,2.76,6.93
7.26,0.64,0.6
1.45,6.32,7.1
8.68,2.88,4.13
5.94,6.54,6.87
6.45,2.91,9.34
3.34,2.26,4.13
8.44,6.26,8.72
2.56,0.1,8.8
1.57,9.45,8.54
2.03,5.87,3.88
4.47,0.2,5.43
0.25,1.55,9.07
6.82,3.56,0.69
5.01,5.6,3.9
5.37,6.79,4.01
2.36,1.7,1.45
0.75,9.4,6.04
9.02,3.49,1.37
8.11,3.13,4.26
6.04,9.94,4.9
4.86,8.31,2.73
8.33,1.52,2.21
2.73,9.17,7.59
6.16,2.89,7.73
4.0,9.46,6.95
1.69,4.7,2.03
5.58,3.95,3.03
9.69,5.54,5.0
3.2,6.75,1.89
3.65,6.95,5.11
3.22,8.45,0.02
7.42,6.39,3.22
2.78,6.31,3.53
2.2,8.45,2.39
2.47,3.67,1.47
1.06,1.33,1.76
8.41,3.45,7.43
8.42,4.13,4.33
5.36,9.84,2.6
0.83,8.86,0.7
6.62,5.85,1.6
7.86,8.61,6.6
9.11,2.98,1.3
3.92,6.86,7.43
0.53,9.02,5.04
1.88,5.91,4.68
7.29,3.43,7.41
8.79,1.26,5.86
6.21,5.09,9.33
7.05,8.85,9.86
1.5,7.81,8.36
2.84,3.55,2.99
7.41,3.47,4.29
9.6,8.52,9.69
0.78,8.77,8.88
7.71,5.87,8.35
4.35,2.32,5.76
3.35,1.96,6.68
7.18,3.72,0.15
0.38,7.77,0.35
4.32,9.75,3.87
5.71,9.32,0.59
0.97,8.06,6.77
3.63,7.1,4.98
6.46,4.27,0.61
2.91,0.47,4.02
8.13,7.99,7.89
5.98,9.18,5.49
9.52,1.67,7.9
6.48,9.27,8.81
2.93,2.1,0.17
9.24,1.69,0.79
2.62,9.51,4.29
7.27,9.77,6.22
7.84,5.28,5.49
0.48,7.33,5.49
4.49,9.1,4.81
2.38,3.44,8.27
8.91,3.74,0.8
0.29,1.27,7.05
0.98,9.88,2.77
9.06,0.2,9.4
5.99,3.43,5.79
4.61,6.14,7.47
0.18,0.17,3.25
3.02,1.41,5.9
8.63,0.3,6.45
3.89,5.15,0.64
2.81,6.48,4.79
5.36,1.85,7.34
0.74,9.94,5.4
5.56,5.51,5.74
0.74,3.91,1.06
9.22,9.34,6.46
3.4,2.61,7.82
8.73,6.33,4.47
7.55,4.95,7.23
2.1,7.01,7.32
5.88,4.09,1.79
4.58,6.85,4.99
6.86,0.0,7.4
8.73,5.57,5.36
6.37,7.29,0.9
3.65,0.99,10.0
4.22,6.7,0.41
5.44,9.14,1.14
9.4,9.58,7.24
4.67,0.44,1.03
8.21,2.9,8.13
1.98,5.4,0.68
7.49,5.06,1.44
2.6,6.85,5.89
5.2,4.31,8.21
8.5,0.01,2.16
2.33,7.54,7.55
4.97,9.72,8.6
8.17,8.7,4.28
6.98,1.0,1.81
5.0,9.83,0.62
0.3,2.53,0.88
8.46,1.12,4.76
9.78,1.52,2.71
4.27,7.03,6.34
2.45,4.33,7.62
4.11,1.43,8.1
5.81,4.65,5.7
2.17,5.57,1.17
8.07,5.66,0.08
2.44,7.61,5.48
8.41,2.01,6.77
8.94,0.66,4.9
8.85,2.61,7.51
6.62,9.62,9.23
6.64,7.85,9.67
0.24,2.98,4.74
3.81,1.82,2.49
8.85,4.17,9.74
1.31,9.35,3.03
9.13,5.14,5.45
8.61,1.82,7.01
3.67,5.88,5.15
8.51,1.7,5.78
6.39,4.09,7.15
7.27,0.61,3.57
7.77,5.1,3.21
8.51,2.1,8.45
7.86,3.3,0.87
5.73,3.17,6.74
9.04,3.14,6.96
3.64,3.18,6.21
6.66,8.18,2.37
8.5,7.42,4.84
8.14,2.03,1.38
8.24,8.26,0.25
7.23,2.44,3.63
9.23,0.08,7.86
8.96,9.67,8.14
4.32,3.17,3.05
7.44,8.02,9.15
1.14,3.56,1.6
8.03,7.27,1.4
6.37,0.48,1.08
4.76,0.64,8.82
8.91,3.7,5.1
9.23,4.49,3.81
3.49,7.82,9.66
9.93,3.75,7.58
0.34,9.11,6.46
9.38,3.15,3.96
3.56,9.54,4.07
8.53,6.22,0.52
2.72,7.71,0.6
7.57,2.65,4.16
6.62,6.08,5.49
8.46,8.92,4.28
6.19,6.55,2.7
6.45,3.39,2.32
1.22,2.24,9.73
4.11,0.82,9.13
1.22,3.12,4.04
3.12,9.17,7.47
5.03,1.1,0.81
9.62,1.99,7.66
5.4,4.4,6.81
2.82,0.64,6.35
9.51,6.78,9.15
1.01,6.54,6.47
1.56,5.64,8.81
1.4,3.35,8.49
4.38,1.44,1.64
7.32,1.18,2.84
2.04,9.01,9.77
6.97,7.07,3.53
0.21,3.96,5.25
4.31,6.84,5.22
6.25,9.96,1.71
1.49,2.3,2.93
9.35,9.2,8.54
1.56,5.15,7.42
1.82,0.68,7.2
9.82,7.04,9.54
0.62,4.73,8.85
6.19,7.04,1.81
7.97,0.57,3.9
4.96,1.38,0.28
9.41,9.49,4.64
8.58,4.02,2.33
5.47,5.59,7.66
7.63,1.96,7.57
4.37,0.72,2.0
1.88,3.32,9.92
2.35,8.81,6.81
5.07,7.38,4.98
7.41,7.72,5.24
0.97,8.61,4.09
3.25,4.23,7.53
2.26,3.48,7.15
3.37,2.64,7.4
6.91,5.91,5.93
5.9,2.18,5.68
8.86,1.82,3.67
1.41,3.03,7.67
5.34,0.98,1.21
2.63,8.14,9.37
5.87,9.61,6.51
1.19,5.82,9.16
1.01,0.8,4.31
7.83,8.77,2.82
9.14,6.63,1.96
2.71,7.02,5.87
6.16,2.92,5.09
4.0,6.61,8.23
4.37,7.8,2.66
9.12,7.55,1.88
5.09,5.67,2.7
5.82,2.17,2.69
8.23,3.28,4.44
9.39,1.81,9.27
8.37,9.67,5.27
0.41,5.58,1.27
1.36,1.57,1.11
1.97,2.59,0.97
8.51,8.76,3.85
0.58,1.62,6.6
3.87,2.75,6.87
1.88,4.7,5.9
3.32,8.86,1.57
3.4,1.81,0.0
9.84,1.83,7.35
8.34,2.81,5.67
7.82,7.59,9.97
4.92,8.47,4.39
3.45,8.99,3.72
7.41,9.13,9.91
7.01,4.35,5.07
2.48,9.2,1.29
0.92,6.92,1.86
5.35,9.03,7.08
8.42,5.62,6.76
9.12,5.84,7.7
6.13,4.76,9.96
8.32,6.24,1.43
4.9,3.06,0.58
8.07,4.05,6.26
0.46,3.79,0.68
4.01,3.94,8.14
6.53,7.69,9.56
8.2,1.52,6.65
6.51,7.0,2.64
1.43,1.78,7.15
3.78,3.71,5.01
1.45,4.1,6.5
1.93,0.13,8.6
2.42,6.36,2.97
4.43,9.35,4.47
3.8,6.18,4.37
5.83,2.43,7.37
0.89,7.77,0.08
3.07,1.83,3.49
1.39,2.92,1.74
8.72,8.61,4.44
7.8,2.8,1.96
8.01,8.11,7.29
9.93,8.34,5.69
1.39,8.1,5.02
0.77,3.92,4.02
4.79,9.57,5.91
5.22,1.36,9.9
4.15,2.68,3.24
3.17,2.39,1.28
0.42,3.2,4.1
0.35,1.75,2.07
6.25,2.27,8.76
6.12,8.44,0.23
0.06,4.18,3.23
6.98,4.47,0.2
3.32,9.69,8.73
1.24,5.83,4.76
6.18,8.47,0.87
6.72,3.91,8.11
2.51,4.8,6.65
9.31,6.14,2.24
2.19,8.27,2.08
3.81,1.95,7.24
3.21,5.92,4.4
4.27,6.96,2.45
9.96,6.92,6.4
4.54,6.83,3.17
8.32,2.05,1.19
7.32,3.5,5.39
0.55,1.93,9.33
8.88,3.47,8.63
5.46,3.92,4.43
4.65,6.09,2.53
3.69,0.19,4.03
3.17,1.69,1.94
5.59,2.42,4.98
0.31,4.68,1.01
2.09,5.77,1.44
7.53,7.18,0.74
6.49,4.85,6.82
5.37,4.98,5.81
0.61,4.59,5.48
1.79,6.91,5.67
7.75,3.5,3.32
0.29,2.6,6.71
5.75,7.76,6.98
8.65,0.09,3.82
4.33,0.33,7.06
9.98,7.1,1.82
0.66,2.95,0.42
7.61,0.47,2.91
2.38,9.86,5.98
3.66,3.25,0.91
2.47,6.16,9.85
1.61,4.05,1.19
6.09,6.07,6.36
4.95,3.35,9.54
2.95,8.92,4.73
6.82,1.6,5.11
2.27,5.91,7.59
3.13,9.21,7.45
7.34,5.13,1.17
9.02,8.7,8.54
6.5,2.2,4.54
0.13,6.6,7.25
1.04,6.51,9.72
5.63,9.58,1.48
3.94,5.44,3.14
2.18,0.31,6.76
0.7,5.31,9.78
0.02,2.77,0.14
2.98,0.83,3.61
1.19,8.88,5.4
6.41,7.15,3.58
9.39,0.71,6.9
9.95,2.98,2.74
1.31,8.46,0.26
1.91,8.48,5.07
7.34,9.14,2.36
3.74,3.15,7.63
3.88,8.12,9.49
1.67,2.01,2.09
0.23,7.55,4.44
1.43,5.46,9.85
0.85,9.4,4.71
3.33,3.47,0.76
9.65,1.55,1.76
7.78,6.89,5.47
2.42,5.79,5.76
3.16,2.44,6.05
3.88,7.83,1.83
3.29,1.35,9.33
7.26,5.71,5.18
6.29,2.42,5.3
0.38,5.73,1.05
9.73,3.68,2.77
4.26,4.81,1.74
9.76,5.18,9.74
4.06,6.99,2.14
5.34,6.58,3.45
8.13,4.1,3.75
1.07,6.68,4.71
2.41,5.42,9.09
7.45,3.51,4.31
4.29,4.75,8.71
2.69,0.05,8.32
4.22,5.91,6.24
3.4,8.39,3.75
3.87,8.6,2.06
0.21,0.78,3.49
1.86,9.08,4.18
7.72,4.23,3.0
0.81,9.87,7.13
6.21,4.87,4.2
3.31,6.69,6.49
3.44,0.59,9.88
7.12,0.52,3.69
3.42,1.81,4.79
9.47,3.44,8.93
7.71,8.23,7.38
3.27,2.02,2.98
3.2,6.67,5.45
5.52,4.9,8.05
2.54,3.56,7.01
6.12,7.62,4.0
6.08,2.9,5.94
0.72,9.08,2.28
4.66,4.47,2.04
7.5,9.01,1.46
3.86,7.82,2.72
7.35,1.69,8.44
5.61,6.27,0.93
3.65,0.03,9.59
6.29,3.69,9.12
9.91,8.95,0.43
8.02,1.48,5.91
6.53,0.84,3.69
1.44,9.68,2.83
0.01,2.41,4.41
1.35,8.45,7.34
3.35,5.59,8.01
6.66,5.08,6.5
1.8,8.03,8.28
6.82,2.21,4.03
7.76,9.47,2.84
0.89,6.01,3.44
9.65,7.35,6.23
5.2,3.03,6.58
